titulo,localizacion,precio,ascensor,baños,trastero,piso,habitaciones,metros_reales,armarios_empotrados,terraza,garaje,calefaccion,aire_acondicionado,piscina,zonas_verdes
Alquiler de Piso en La Chana,Granada,595,1.0,1,0,Primeros_pisos,1,60,1,0,1,1,0,0,0
"Alquiler de Piso en calle Ramón y Cajal, 54","Rosaleda - Juventud, Granada",750,1.0,2,0,Primeros_pisos,3,1,1,0,0,1,0,1,0
"Alquiler de Piso en calle Hortensia, 1",Santa Fe,850,1.0,1,0,Primeros_pisos,2,71,0,0,0,1,1,0,0
"Alquiler de Piso en calle de la Actriz Fabiana Laura, 21","Rosaleda - Juventud, Granada",1200,1.0,2,0,Primeros_pisos,3,90,1,1,0,0,1,1,1
"Alquiler de Piso en Maestro Faus, 8","Cervantes-Palacio de Deportes, Granada",800,1.0,2,0,Ultimos_pisos,3,1,0,0,0,0,1,0,1
"Alquiler de Piso en avenida Divina Pastora, 9","San Ildefonso, Granada",700,1.0,1,0,Ultimos_pisos,1,67,1,0,0,1,1,1,1
Alquiler de Piso en La Cruz,"Los Pajaritos - Plaza de Toros, Granada",1000,1.0,2,0,Primeros_pisos,3,89,1,1,0,0,0,0,0
"Alquiler de Chalet pareado en calle Montevideo, 8","Zona Poniente, Armilla",1250,0.0,2,1,Muchas_plantas,3,3,1,1,0,1,1,0,0
Alquiler de Piso en San Francisco Javier,Granada,900,1.0,2,0,Primeros_pisos,4,1,0,1,0,1,0,0,0
"Alquiler de Ático en calle Las Cruces, 7",Ogijares,800,1.0,1,1,Primeros_pisos,2,1,1,1,1,1,1,1,1
"Alquiler de Piso en calle Veracruz, 22",Ogijares,695,1.0,1,1,Primeros_pisos,2,1,1,1,1,1,1,0,1
Alquiler de Piso en Ronda - Arabial,"Ronda - Arabial, Granada",750,1.0,2,0,Ultimos_pisos,3,1,0,0,0,1,1,0,0
"Alquiler de Ático en calle las Cruces, 22",Ogijares,699,1.0,1,1,Primeros_pisos,2,1,1,1,1,1,1,0,1
Alquiler de Ático en Belen s/n,"Cuesta Escoriaza - Barranco del Abogado, Granada",570,0.0,1,0,Primeros_pisos,1,68,1,1,0,1,1,0,0
Alquiler de Piso en La Cruz,"Los Pajaritos - Plaza de Toros, Granada",1200,1.0,2,0,Primeros_pisos,4,1,0,1,0,1,1,0,0
"Alquiler de Piso en calle San Pablo, 34","San Francisco Javier, Granada",680,1.0,1,0,Ultimos_pisos,1,55,1,0,0,1,1,0,0
Alquiler de Estudio en Figares,Granada,530,1.0,1,0,Primeros_pisos,1,35,0,0,0,0,1,0,0
"Alquiler de Dúplex en calle José Manuel Jiménez Diez, 8","Zaidín, Granada",800,1.0,2,0,Primeros_pisos,2,75,1,1,1,0,0,0,0
Alquiler de Piso en Carrera de la Virgen - Paseo del Salón,"Realejo, Granada",900,0.0,1,0,Bajo,3,90,0,0,0,0,0,0,0
Alquiler de Piso en Ronda - Arabial,"Ronda - Arabial, Granada",950,1.0,1,0,Ultimos_pisos,3,85,0,0,0,0,0,0,0
"Alquiler de Ático en calle Esperanza 27, 27","San Miguel, Armilla",750,1.0,2,0,Primeros_pisos,2,70,1,1,1,1,1,0,1
Alquiler de Piso en La Chana,Granada,1250,1.0,1,0,Ultimos_pisos,4,1,0,0,0,1,0,0,0
Alquiler de Piso en Jardín Botánico,"Centro, Granada",600,1.0,1,0,Primeros_pisos,1,50,0,0,0,1,0,0,0
Alquiler de Piso en Plaza de Toros,"Los Pajaritos - Plaza de Toros, Granada",620,1.0,1,0,Primeros_pisos,1,58,0,1,0,1,0,0,0
"Alquiler de Ático en calle Lanzarote, 1",Ogijares,800,1.0,1,1,Primeros_pisos,2,1,1,1,1,0,1,1,0
Alquiler de Piso en calle Pintor López Mezquita,Albolote,500,1.0,1,1,Bajo,1,55,0,0,1,1,1,0,0
"Alquiler de Piso en calle Martínez de la Rosa, 3","Gran Capitán, Granada",990,1.0,1,0,Primeros_pisos,3,90,1,1,0,0,0,0,0
Alquiler de Piso en Ronda - Arabial,"Ronda - Arabial, Granada",1200,1.0,2,0,Primeros_pisos,4,1,0,1,0,1,0,0,0
Alquiler de Piso en Plaza de Toros,"Los Pajaritos - Plaza de Toros, Granada",900,1.0,1,0,Ultimos_pisos,3,90,0,0,0,0,1,0,0
"Alquiler de Piso en calle San Joaquin, 16","San Francisco Javier, Granada",850,1.0,2,0,Primeros_pisos,3,82,1,1,0,0,1,0,1
Alquiler de Casa o chalet independiente en Avda. de los Ogijares,Armilla,800,0.0,1,0,Muchas_plantas,3,77,0,0,0,1,1,0,0
"Alquiler de Chalet adosado en calle Tinar, 3",Albolote,750,0.0,2,1,Muchas_plantas,3,1,1,1,1,1,1,0,0
Alquiler de Piso en calle Jaén,"Zaidín, Granada",700,0.0,1,0,Primeros_pisos,2,70,1,1,0,1,0,0,0
Alquiler de Piso en calle Pintor López Mezquita,Albolote,500,1.0,1,1,Bajo,1,55,0,0,1,1,1,0,0
"Alquiler de Piso en avenida de América, 12",Santa Fe,575,1.0,1,0,Bajo,2,86,0,1,0,0,0,0,0
Alquiler de Piso en calle Emperatriz Eugenia,"Ronda - Arabial, Granada",1200,1.0,2,0,Primeros_pisos,4,1,0,0,0,1,0,0,0
Alquiler de Piso en Zaidín,Granada,950,1.0,2,0,Primeros_pisos,3,90,0,0,0,1,0,0,0
"Alquiler de Piso en avenida de la Ilustración, 12 p","Campus de la Salud, Granada",970,1.0,1,0,Primeros_pisos,3,90,1,1,0,0,1,0,0
"Alquiler de Piso en calle Río Beiro, 2",Ogijares,695,1.0,1,1,Primeros_pisos,2,80,1,1,1,1,1,0,0
Alquiler de Piso en Rosaleda - Juventud,"Ronda - Arabial, Granada",700,1.0,1,1,Primeros_pisos,1,45,0,1,0,0,0,1,0
"Alquiler de Piso en Arabial, 116","Ronda - Arabial, Granada",820,1.0,1,0,Ultimos_pisos,2,80,1,0,0,0,0,0,0
Alquiler de Piso en calle Gonzalo Gallas,"Ronda - Arabial, Granada",990,1.0,2,0,Primeros_pisos,2,86,0,0,0,1,1,0,0
"Alquiler de Piso en calle Tórtola, 35","Los Pajaritos, Granada",1200,1.0,2,0,Primeros_pisos,4,95,0,0,0,0,0,0,0
Alquiler de Piso en Casería de Montijo,"Norte, Granada",1200,0.0,2,0,Primeros_pisos,5,1,0,0,0,0,0,0,0
Alquiler de Estudio en calle Puentezuelas,"Recogidas, Granada",400,0.0,1,0,Primeros_pisos,1,27,1,0,0,0,0,0,0
Alquiler de Piso en Polígono Cartuja,"Norte, Granada",1000,0.0,1,0,Primeros_pisos,4,80,0,0,1,0,0,0,0
Alquiler de Piso en calle Gonzalo Gallas,"Ronda - Arabial, Granada",990,1.0,2,0,Primeros_pisos,2,86,0,0,0,1,1,0,0
Alquiler de Piso en Figares,Granada,850,1.0,1,0,Ultimos_pisos,1,70,1,0,0,1,1,0,0
"Alquiler de Piso en calle Platon, 11","Barrio de los Periodistas, Granada",675,1.0,1,0,Primeros_pisos,2,80,1,0,0,1,1,0,0
"Alquiler de Piso en calle Biznaga, 2","La Chana, Granada",850,1.0,1,0,Primeros_pisos,3,80,0,0,0,1,0,0,0
Alquiler de Ático en Ronda - Arabial,"Ronda - Arabial, Granada",800,1.0,1,0,Ultimos_pisos,2,70,0,0,0,0,1,0,0
Alquiler de Piso en calle Agua de Cartuja,"San Ildefonso, Granada",600,0.0,1,0,Primeros_pisos,1,63,1,0,0,1,0,0,0
"Alquiler de Casa o chalet independiente en cuesta del perro alta, 11","Albaicín, Granada",850,0.0,1,1,Muchas_plantas,1,89,0,1,0,1,1,0,0
Alquiler de Piso en La Chana,Granada,1300,0.0,2,0,Primeros_pisos,4,1,0,0,0,0,0,0,0
"Alquiler de Piso en plaza ciudad de los Cármenes, 1","San Francisco Javier, Granada",1200,1.0,2,1,Ultimos_pisos,4,1,1,1,1,1,0,0,1
Alquiler de Piso en plaza de los Lobos,"Jardín Botánico, Granada",750,0.0,1,0,Primeros_pisos,2,65,0,0,0,0,0,0,0
"Alquiler de Piso en calle Víctor Hugo, 10","Campo Verde, Granada",1000,0.0,1,1,Primeros_pisos,3,95,0,0,0,0,1,0,1
"Alquiler de Piso en plaza ciudad de los Cármenes, 1","San Francisco Javier, Granada",1200,1.0,2,1,Ultimos_pisos,4,1,1,1,1,1,0,0,1
Alquiler de Piso en Casería de Montijo,"Norte, Granada",750,1.0,1,0,Primeros_pisos,3,93,0,0,0,0,0,0,0
"Alquiler de Piso en calle Biznaga, 2","La Chana, Granada",850,1.0,1,0,Primeros_pisos,3,80,0,0,0,1,0,0,0
Alquiler de Piso en Figares,Granada,1300,1.0,2,0,Primeros_pisos,4,1,1,1,0,1,1,0,0
Alquiler de Estudio en calle Paz,"Recogidas, Granada",600,1.0,1,0,Primeros_pisos,1,30,1,0,0,1,1,0,0
Alquiler de Piso en calle Agua de Cartuja,"San Ildefonso, Granada",600,0.0,1,0,Primeros_pisos,1,63,1,0,0,1,0,0,0
"Alquiler de Piso en avenida Federico García Lorca, 31","Barrio de los Periodistas, Granada",1000,1.0,2,0,Primeros_pisos,3,1,1,0,1,1,1,1,1
Alquiler de Piso en Rosaleda - Juventud,"Ronda - Arabial, Granada",1200,1.0,2,1,Primeros_pisos,3,1,0,1,1,0,0,1,0
"Alquiler de Piso en calle San Rafael, 9",Huétor-Vega,690,0.0,1,0,Bajo,3,86,1,0,0,0,1,0,0
Alquiler de Ático en Gran Capitán,"Centro, Granada",1200,1.0,2,0,Ultimos_pisos,4,1,0,1,1,0,0,0,0
"Alquiler de Piso en calle Rosa, 2",Ogijares,699,1.0,1,1,Primeros_pisos,2,1,1,1,1,1,1,0,1
Alquiler de Piso en La Chana,Granada,1200,1.0,2,0,Primeros_pisos,4,1,1,0,0,1,1,0,0
"Alquiler de Piso en calle Hoteles de Belén Calle b, 2","Cuesta Escoriaza - Barranco del Abogado, Granada",1250,0.0,1,0,Primeros_pisos,1,45,0,0,1,1,1,0,1
"Alquiler de Casa o chalet independiente en cuesta del perro alta, 11","Albaicín, Granada",850,0.0,1,1,Muchas_plantas,1,89,0,1,0,1,1,0,0
"Alquiler de Estudio en calle de Ronda, 193","La Chana, Granada",595,1.0,1,0,Ultimos_pisos,1,60,1,1,1,1,1,0,0
"Alquiler de Piso en calle Platon, 11","Barrio de los Periodistas, Granada",675,1.0,1,0,Primeros_pisos,2,80,1,0,0,1,1,0,0
"Alquiler de Ático en calle San Diego, 37","Figares, Granada",750,0.0,2,0,Primeros_pisos,2,65,1,1,0,0,1,0,0
"Alquiler de Piso en calle Emilia Pardo Bazán, 9 n","Joaquina Eguaras, Granada",750,1.0,2,0,Primeros_pisos,2,82,1,0,0,1,0,0,0
Alquiler de Estudio en Gran Vía,"Centro, Granada",700,1.0,1,0,Primeros_pisos,1,40,1,0,0,0,1,0,0
Alquiler de Piso en calle Félix Rodríguez de la Fuente,"Zaidín, Granada",800,1.0,2,0,Primeros_pisos,3,1,0,0,1,1,1,0,0
"Alquiler de Ático en calle Jarreria, 3","Cuesta Escoriaza - Barranco del Abogado, Granada",650,0.0,1,0,Primeros_pisos,1,45,1,1,0,1,1,0,0
Alquiler de Piso en Recogidas,"Centro, Granada",1200,1.0,1,0,Primeros_pisos,2,60,0,0,0,0,1,0,0
Alquiler de Piso en Barrio de los Periodistas,Granada,1000,1.0,2,0,Primeros_pisos,3,1,1,0,1,1,1,1,0
"Alquiler de Chalet pareado en avenida de Cadiz, 127","Zaidín, Granada",300,0.0,5,0,Muchas_plantas,4,1,0,0,0,0,0,0,0
"Alquiler de Piso en Arabial, 116","Ronda - Arabial, Granada",1000,1.0,2,0,Ultimos_pisos,3,85,1,0,0,1,1,0,0
Alquiler de Chalet pareado en calle Primavera,"Zaidín, Granada",900,0.0,2,0,Muchas_plantas,3,1,0,1,0,0,0,0,0
Alquiler de Piso en Figares,Granada,900,1.0,1,0,Primeros_pisos,3,70,0,0,0,1,0,0,0
"Alquiler de Piso en calle poeta Manuel de Góngora, 15","Cervantes-Palacio de Deportes, Granada",900,1.0,1,0,Primeros_pisos,2,70,1,0,0,1,0,0,0
Alquiler de Piso en Zaidín,Granada,1000,1.0,2,0,Primeros_pisos,3,1,0,1,1,1,1,1,0
Alquiler de Piso en Figares,Granada,900,1.0,1,0,Primeros_pisos,3,70,0,0,0,1,0,0,0
Alquiler de Piso en Zaidín,Granada,1000,1.0,2,0,Primeros_pisos,3,1,0,1,1,1,1,1,0
"Alquiler de Piso en cuesta Beteta, 40","Albaicín, Granada",850,0.0,1,0,Bajo,2,70,1,0,0,1,0,0,0
"Alquiler de Piso en calle Alhóndiga, 21","Recogidas, Granada",850,1.0,1,0,Primeros_pisos,2,65,1,0,0,0,1,0,0
Alquiler de Estudio en cuesta del Realejo,"Molinos - Santiago, Granada",600,1.0,1,0,Ultimos_pisos,1,35,0,0,0,1,1,0,0
Alquiler de Chalet pareado en calle Primavera,"Zaidín, Granada",900,0.0,2,0,Muchas_plantas,3,1,0,1,0,0,0,0,0
Alquiler de Piso en Los Pajaritos,"Los Pajaritos - Plaza de Toros, Granada",1500,1.0,3,1,Primeros_pisos,5,1,0,1,0,0,1,0,0
Alquiler de Estudio en calle emperatriz eugenia,"Gran Capitán, Granada",550,1.0,1,0,Primeros_pisos,1,40,0,0,0,1,1,0,0
Alquiler de Piso en Barrio de los Periodistas,Granada,1000,1.0,2,0,Primeros_pisos,3,1,1,0,1,1,1,1,0
Alquiler de Piso en calle Félix Rodríguez de la Fuente,"Zaidín, Granada",800,1.0,2,0,Primeros_pisos,3,1,0,0,1,1,1,0,0
Alquiler de Piso en calle molinos s/n,"Zona Ayuntamiento, Alhendin",650,1.0,2,0,Primeros_pisos,3,1,1,0,0,1,1,0,0
"Alquiler de Piso en Arabial, 115 n","Ronda - Arabial, Granada",950,1.0,2,1,Ultimos_pisos,3,1,0,0,0,0,1,0,0
Alquiler de Piso en calle Jardines,"Recogidas, Granada",650,0.0,1,0,Primeros_pisos,1,45,1,0,0,1,1,0,0
Alquiler de Piso en calle Puentezuelas,"Recogidas, Granada",650,1.0,1,0,Primeros_pisos,2,70,1,0,0,1,1,0,0
Alquiler de Estudio en calle Puentezuelas,"Recogidas, Granada",500,0.0,1,0,Primeros_pisos,1,28,0,0,0,1,1,0,0
"Alquiler de Ático en calle Ángel, 2","Recogidas, Granada",1200,1.0,1,0,Ultimos_pisos,3,85,1,1,0,0,1,0,0
Alquiler de Piso en calle Recogidas,"Recogidas, Granada",850,1.0,2,0,Ultimos_pisos,3,90,1,0,0,1,0,0,0
"Alquiler de Piso en Arabial, 116","Ronda - Arabial, Granada",1000,1.0,2,0,Ultimos_pisos,3,85,1,0,0,1,1,0,0
"Alquiler de Piso en calle poeta Manuel de Góngora, 15","Cervantes-Palacio de Deportes, Granada",900,1.0,1,0,Primeros_pisos,2,70,1,0,0,1,0,0,0
Alquiler de Piso en calle Doctor Jiménez Díaz,"Los Pajaritos, Granada",700,1.0,1,0,Ultimos_pisos,1,70,1,1,0,1,1,0,0
Alquiler de Piso en Buensuceso,"Recogidas, Granada",650,0.0,1,0,Primeros_pisos,2,50,1,0,0,1,1,0,0
Alquiler de Piso en Ronda - Arabial,"Ronda - Arabial, Granada",975,1.0,1,0,Ultimos_pisos,3,78,0,0,0,1,0,0,0
Alquiler de Piso en calle Fontiveros,"Zaidín, Granada",700,1.0,1,0,Ultimos_pisos,3,82,0,0,0,1,1,0,0
Alquiler de Piso en La Zubia,La Zubia,600,0.0,1,0,Primeros_pisos,3,70,0,0,0,1,0,1,0
"Alquiler de Piso en calle Agua del Albayzín, 1","Albaicín, Granada",800,1.0,1,0,Primeros_pisos,2,85,1,0,0,0,0,0,0
Alquiler de Chalet adosado en La Cruz,"Los Pajaritos - Plaza de Toros, Granada",950,0.0,1,0,Muchas_plantas,3,1,0,1,0,1,1,0,0
Alquiler de Piso en cuesta de Gomérez,"Molinos - Santiago, Granada",500,0.0,1,0,Primeros_pisos,1,38,0,0,0,0,0,0,0
Alquiler de Piso en calle Verónica de la Virgen,"Figares, Granada",800,1.0,2,0,Primeros_pisos,2,70,0,0,0,1,1,0,0
Alquiler de Piso en calle Santo Tomás de Villanueva,"Ronda - Arabial, Granada",810,0.0,1,0,Primeros_pisos,3,70,0,0,0,1,0,0,0
Alquiler de Piso en cuesta de Gomérez,"Molinos - Santiago, Granada",580,0.0,1,0,Ultimos_pisos,1,35,0,1,0,0,0,0,0
Alquiler de Piso en cuesta de Gomérez,"Molinos - Santiago, Granada",580,0.0,1,0,Ultimos_pisos,1,35,0,1,0,0,0,0,0
Alquiler de Piso en cuesta de Gomérez,"Molinos - Santiago, Granada",500,0.0,1,0,Primeros_pisos,1,38,0,0,0,0,0,0,0
Alquiler de Piso en plaza de la Trinidad,"Jardín Botánico, Granada",750,0.0,1,0,Primeros_pisos,1,65,0,0,0,0,0,0,0
Alquiler de Piso en calle Piedra Santa,"San Matías - Pavaneras, Granada",900,1.0,2,0,Primeros_pisos,3,93,0,0,0,1,1,0,0
Alquiler de Piso en calle Real de Cartuja,"San Ildefonso, Granada",625,1.0,1,0,Primeros_pisos,1,57,1,0,0,1,1,0,0
Alquiler de Dúplex en Reyes Católicos,"Catedral, Granada",750,0.0,1,0,Ultimos_pisos,1,55,1,1,0,1,1,0,0
"Alquiler de Piso en calle Paz, 5","Recogidas, Granada",600,1.0,1,0,Primeros_pisos,1,35,1,0,0,1,1,0,0
Alquiler de Piso en plaza Nueva,"Albaicín, Granada",650,0.0,1,0,Primeros_pisos,1,60,0,0,0,0,0,0,0
Alquiler de Piso en Méndez Nuñez,"Ronda - Arabial, Granada",1200,1.0,2,0,Primeros_pisos,4,1,1,0,0,0,0,0,0
"Alquiler de Piso en camino de Ronda, 46","Figares, Granada",800,1.0,2,0,Ultimos_pisos,3,1,0,0,0,1,1,0,0
Alquiler de Piso en Los Pajaritos,"Los Pajaritos - Plaza de Toros, Granada",660,1.0,1,0,Ultimos_pisos,1,74,1,1,0,1,1,0,0
Alquiler de Piso en Gran Capitán,"Centro, Granada",825,1.0,2,0,Primeros_pisos,3,1,0,0,0,1,0,0,0
Alquiler de Piso en Recogidas,"Centro, Granada",950,1.0,2,0,Primeros_pisos,3,95,1,0,0,0,1,0,0
"Alquiler de Piso en Zona Triunfo 0, 18010","San Ildefonso, Granada",790,0.0,1,0,Primeros_pisos,1,55,0,0,0,1,0,0,0
Alquiler de Estudio en calle Puentezuelas,"Recogidas, Granada",450,0.0,1,0,Primeros_pisos,1,28,1,0,0,0,0,0,0
Alquiler de Piso en Los Pajaritos,"Los Pajaritos - Plaza de Toros, Granada",900,0.0,1,0,Primeros_pisos,3,65,0,0,0,0,0,0,0
Alquiler de Piso en Plaza de Toros,"Los Pajaritos - Plaza de Toros, Granada",800,0.0,1,0,Primeros_pisos,3,1,0,0,0,0,0,0,0
Alquiler de Estudio en Recogidas,"Centro, Granada",600,0.0,1,0,Primeros_pisos,1,40,0,0,0,0,0,0,0
Alquiler de Chalet adosado en avenida de la Ilustración,"Campus de la Salud, Granada",1200,0.0,2,0,Muchas_plantas,3,2,1,0,1,1,1,0,0
"Alquiler de Piso en calle Henríquez de Jorquera, 12","Polígono Cartuja, Granada",800,1.0,1,0,Ultimos_pisos,3,80,1,1,0,0,0,0,1
"Alquiler de Piso en Placeta de Santo Cristo, 2","Catedral, Granada",1100,1.0,2,0,Ultimos_pisos,3,1,0,0,1,1,0,0,0
"Alquiler de Estudio en Almería, 15",Monachil,480,1.0,1,0,Primeros_pisos,1,45,1,0,1,1,0,0,0
"Alquiler de Piso en calle San Isidro, 5",Maracena,700,1.0,1,0,Bajo,3,1,0,0,1,1,1,0,0
"Alquiler de Ático en Beiro, 16","Plaza de Toros, Granada",930,1.0,1,0,Ultimos_pisos,3,95,0,0,0,1,1,0,0
"Alquiler de Piso en avenida de Murcia, 6","San Ildefonso, Granada",800,1.0,1,0,Primeros_pisos,3,85,0,0,0,1,0,0,0
Alquiler de Piso en Albaicín,Granada,550,0.0,1,0,Bajo,1,44,0,0,0,0,0,0,0
"Alquiler de Piso en calle Ciego de Arjona, 2","Plaza de Toros, Granada",900,1.0,1,1,Primeros_pisos,2,90,1,1,1,0,0,0,0
"Alquiler de Piso en calle Cruz del Sur, 6","Los Pajaritos, Granada",700,0.0,1,0,Primeros_pisos,2,65,1,0,0,0,1,0,0
"Alquiler de Piso en Placeta Juan de Mena, 1","Zaidín, Granada",690,0.0,1,0,Primeros_pisos,1,62,1,0,0,0,1,0,0
"Alquiler de Piso en carretera de Málaga, 51","La Chana, Granada",780,1.0,1,0,Primeros_pisos,3,95,0,0,0,1,0,0,0
"Alquiler de Ático en Beiro, 16","Plaza de Toros, Granada",930,1.0,1,0,Ultimos_pisos,3,95,0,0,0,1,1,0,0
"Alquiler de Piso en avenida de Murcia, 6","San Ildefonso, Granada",800,1.0,1,0,Primeros_pisos,3,85,0,0,0,1,0,0,0
"Alquiler de Piso en calle Ciego de Arjona, 2","Plaza de Toros, Granada",900,1.0,1,1,Primeros_pisos,2,90,1,1,1,0,0,0,0
"Alquiler de Piso en calle José Luis Pérez Pujadas, 37","Parque Lagos, Granada",1250,1.0,2,0,Bajo,3,1,0,1,1,1,1,1,0
"Alquiler de Estudio en calle Cristo de la Yedra, 50","San Ildefonso, Granada",650,0.0,1,0,Bajo,1,65,1,1,0,1,1,0,0
Alquiler de Piso en La Chana,Granada,595,1.0,1,0,Primeros_pisos,1,70,1,0,0,1,1,0,0
"Alquiler de Piso en carretera de la sierra, 14","Ctra Sierra - Acceso Nuevo Alhambra, Granada",650,1.0,1,0,Bajo,2,90,0,1,0,0,0,0,0
"Alquiler de Piso en calle Alcaparra, 14",Atarfe,600,1.0,1,1,Primeros_pisos,2,60,0,0,1,0,0,0,0
"Alquiler de Piso en calle Solares, 4","Cuesta Escoriaza - Barranco del Abogado, Granada",640,0.0,1,1,Primeros_pisos,2,76,0,0,0,0,0,0,0
Alquiler de Chalet adosado en Zaidín,Granada,750,0.0,1,0,Muchas_plantas,3,1,1,1,0,1,1,0,0
Alquiler de Piso en San Ildefonso,Granada,800,1.0,1,0,Primeros_pisos,3,95,0,1,0,1,1,0,0
"Alquiler de Piso en avenida de Cervantes, 22","Cervantes-Palacio de Deportes, Granada",900,1.0,1,0,Ultimos_pisos,4,1,1,0,0,1,1,0,0
Alquiler de Piso en Polígono Cartuja,"Norte, Granada",820,1.0,1,0,Ultimos_pisos,3,80,0,1,0,0,0,0,0
Alquiler de Piso en Figares,Granada,900,1.0,1,0,Primeros_pisos,2,83,1,0,0,0,0,0,0
"Alquiler de Estudio en calle Sierra de San Pedro, 14","Albaicín, Granada",550,0.0,1,0,Bajo,1,30,0,0,0,1,0,0,0
"Alquiler de Piso en calle Joaquina Eguaras, 10","Joaquina Eguaras, Granada",800,1.0,2,0,Primeros_pisos,3,1,1,0,0,0,1,0,0
Alquiler de Piso en calle Cuartelillo,"Cuesta Escoriaza - Barranco del Abogado, Granada",700,1.0,1,0,Bajo,1,62,0,0,0,1,1,0,0
"Alquiler de Piso en calle Teruel, 16","Avda. de los Ogijares, Armilla",700,1.0,1,0,Primeros_pisos,2,66,1,0,0,1,1,0,0
"Alquiler de Piso en calle Sócrates, 20","Ronda - Arabial, Granada",1450,1.0,2,0,Primeros_pisos,4,1,0,0,0,0,1,0,0
"Alquiler de Piso en calle San Basilio, 10","San Francisco Javier, Granada",750,0.0,1,1,Primeros_pisos,2,84,1,0,0,1,1,0,0
"Alquiler de Piso en camino de Ronda, 90","Ronda - Arabial, Granada",900,1.0,1,0,Ultimos_pisos,3,80,0,0,0,0,1,0,0
"Alquiler de Casa o chalet independiente en calle Cruz de Piedra del Albaicín, 9","Albaicín, Granada",2000,0.0,2,0,Muchas_plantas,5,2,1,1,0,0,0,0,0
Alquiler de Piso en Joaquina Eguaras,Granada,980,1.0,2,0,Ultimos_pisos,3,90,0,0,0,0,0,0,0
"Alquiler de Piso en calle Jardines, 19","Recogidas, Granada",700,0.0,1,0,Primeros_pisos,1,40,1,0,0,0,1,0,0
"Alquiler de Piso en calle Víctor Hugo, 5","Campo Verde, Granada",750,1.0,1,0,Ultimos_pisos,3,1,1,1,0,1,1,0,1
"Alquiler de Piso en paseo de Cartuja, 8","San Ildefonso, Granada",680,0.0,1,0,Primeros_pisos,1,70,0,0,0,0,1,0,0
"Alquiler de Piso en plaza del Realejo, 8","Cuesta Escoriaza - Barranco del Abogado, Granada",560,1.0,1,0,Primeros_pisos,1,55,0,0,0,1,0,0,0
"Alquiler de Piso en plaza de Mariano Galera, 3","Casería de Montijo, Granada",625,0.0,1,0,Primeros_pisos,3,80,0,1,0,0,0,0,0
"Alquiler de Estudio en calle Obispo Hurtado, 18","Jardín Botánico, Granada",640,1.0,1,0,Primeros_pisos,1,27,0,1,1,1,0,0,1
"Alquiler de Piso en calle Santa Clotilde, 49","Ronda - Arabial, Granada",850,1.0,1,0,Ultimos_pisos,3,1,1,0,0,0,0,0,0
"Alquiler de Piso en camino de Ronda, 90","Ronda - Arabial, Granada",900,1.0,1,0,Ultimos_pisos,3,80,0,0,0,0,1,0,0
"Alquiler de Piso en plaza del Realejo, 8","Cuesta Escoriaza - Barranco del Abogado, Granada",560,1.0,1,0,Primeros_pisos,1,55,0,0,0,1,0,0,0
"Alquiler de Piso en calle Víctor Hugo, 5","Campo Verde, Granada",750,1.0,1,0,Ultimos_pisos,3,1,1,1,0,1,1,0,1
"Alquiler de Ático en calle Andarax, 92","Albaicín, Granada",580,0.0,1,0,Primeros_pisos,1,50,0,0,0,1,1,0,0
"Alquiler de Estudio en calle San Matías, 8","San Matías - Pavaneras, Granada",860,1.0,1,0,Primeros_pisos,1,41,0,0,0,1,1,0,0
"Alquiler de Ático en calle Melchor Almagro, 16","Gran Capitán, Granada",1500,1.0,2,0,Ultimos_pisos,3,1,1,0,0,0,1,0,0
"Alquiler de Piso en calle Valle Gran Rey, 13","Barrio de los Periodistas, Granada",850,1.0,1,0,Primeros_pisos,2,70,1,0,0,1,1,1,1
"Alquiler de Piso en paseo de Cartuja, 8","San Ildefonso, Granada",680,0.0,1,0,Primeros_pisos,1,70,0,0,0,0,1,0,0
"Alquiler de Piso en calle Gumiel de San Pedro, 5","Albaicín, Granada",800,1.0,1,0,Primeros_pisos,3,95,1,1,0,0,1,0,0
"Alquiler de Casa o chalet independiente en calle Cruz de Piedra del Albaicín, 9","Albaicín, Granada",2000,0.0,2,0,Muchas_plantas,5,2,1,1,0,0,0,0,0
"Alquiler de Piso en calle Jardines, 19","Recogidas, Granada",700,0.0,1,0,Primeros_pisos,1,40,1,0,0,0,1,0,0
"Alquiler de Piso en calle Encantado, 1",Ogijares,700,1.0,1,1,Primeros_pisos,2,1,1,0,1,0,1,0,1
"Alquiler de Piso en avenida Salvador Allende, 13","Zaidín, Granada",900,1.0,2,0,Primeros_pisos,3,1,1,0,0,0,0,1,0
"Alquiler de Piso en calle Aguado, 14","San Matías - Pavaneras, Granada",540,1.0,1,0,Primeros_pisos,1,50,1,1,0,1,1,0,0
"Alquiler de Piso en calle real de motril, 58","Las Tres Cruces, Armilla",700,1.0,1,1,Primeros_pisos,2,80,1,0,1,1,1,0,0
"Alquiler de Dúplex en calle Angulo, 4","Jardín Botánico, Granada",1050,0.0,1,0,Primeros_pisos,3,1,1,0,0,1,1,0,0
Alquiler de Piso en Placeta Vicente Blasco Ibañez,"Zaidín, Granada",650,0.0,1,0,Primeros_pisos,2,60,0,0,0,1,1,0,0
Alquiler de Piso en Recogidas,"Centro, Granada",650,0.0,1,0,Primeros_pisos,1,45,1,0,0,1,1,0,0
"Alquiler de Piso en calle Granada, 10",Ogijares,695,1.0,1,1,Primeros_pisos,2,80,1,1,1,1,1,0,0
